Location	Name	ID	Count	Slots
Bank8-Slot16-Slot16	Empty	0	0	0
Bank8-Slot16-Slot17	Empty	0	0	0
Bank8-Slot16-Slot18	Empty	0	0	0
Bank8-Slot16-Slot19	Empty	0	0	0
Bank8-Slot16-Slot20	Empty	0	0	0
Bank8-Slot16-Slot21	Empty	0	0	0
Bank8-Slot16-Slot22	Empty	0	0	0
Bank8-Slot16-Slot23	Empty	0	0	0
Bank8-Slot16-Slot24	Empty	0	0	0
Bank8-Slot16-Slot25	Empty	0	0	0
Bank8-Slot16-Slot26	Empty	0	0	0
Bank8-Slot16-Slot27	Empty	0	0	0
Bank8-Slot16-Slot28	Empty	0	0	0
Bank8-Slot16-Slot29	Empty	0	0	0
Bank8-Slot16-Slot30	Empty	0	0	0
Bank8-Slot16-Slot31	Empty	0	0	0
Bank8-Slot16-Slot32	Empty	0	0	0
Bank8-Slot17	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot17-Slot1	Empty	0	0	0
Bank8-Slot17-Slot2	Empty	0	0	0
Bank8-Slot17-Slot3	Empty	0	0	0
Bank8-Slot17-Slot4	Empty	0	0	0
Bank8-Slot17-Slot5	Empty	0	0	0
Bank8-Slot17-Slot6	Empty	0	0	0
Bank8-Slot17-Slot7	Empty	0	0	0
Bank8-Slot17-Slot8	Empty	0	0	0
Bank8-Slot17-Slot9	Empty	0	0	0
Bank8-Slot17-Slot10	Empty	0	0	0
Bank8-Slot17-Slot11	Empty	0	0	0
Bank8-Slot17-Slot12	Empty	0	0	0
Bank8-Slot17-Slot13	Empty	0	0	0
Bank8-Slot17-Slot14	Empty	0	0	0
Bank8-Slot17-Slot15	Empty	0	0	0
Bank8-Slot17-Slot16	Empty	0	0	0
Bank8-Slot17-Slot17	Empty	0	0	0
Bank8-Slot17-Slot18	Empty	0	0	0
Bank8-Slot17-Slot19	Empty	0	0	0
Bank8-Slot17-Slot20	Empty	0	0	0
Bank8-Slot17-Slot21	Empty	0	0	0
Bank8-Slot17-Slot22	Empty	0	0	0
Bank8-Slot17-Slot23	Empty	0	0	0
Bank8-Slot17-Slot24	Empty	0	0	0
Bank8-Slot17-Slot25	Empty	0	0	0
Bank8-Slot17-Slot26	Empty	0	0	0
Bank8-Slot17-Slot27	Empty	0	0	0
Bank8-Slot17-Slot28	Empty	0	0	0
Bank8-Slot18	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot18-Slot1	Empty	0	0	0
Bank8-Slot18-Slot2	Empty	0	0	0
Bank8-Slot18-Slot3	Empty	0	0	0
Bank8-Slot18-Slot4	Empty	0	0	0
Bank8-Slot18-Slot5	Empty	0	0	0
Bank8-Slot18-Slot6	Empty	0	0	0
Bank8-Slot18-Slot7	Empty	0	0	0
Bank8-Slot18-Slot8	Empty	0	0	0
Bank8-Slot18-Slot9	Empty	0	0	0
Bank8-Slot18-Slot10	Empty	0	0	0
Bank8-Slot18-Slot11	Empty	0	0	0
Bank8-Slot18-Slot12	Empty	0	0	0
Bank8-Slot18-Slot13	Empty	0	0	0
Bank8-Slot18-Slot14	Empty	0	0	0
Bank8-Slot18-Slot15	Empty	0	0	0
Bank8-Slot18-Slot16	Empty	0	0	0
Bank8-Slot18-Slot17	Empty	0	0	0
Bank8-Slot18-Slot18	Empty	0	0	0
Bank8-Slot18-Slot19	Empty	0	0	0
Bank8-Slot18-Slot20	Empty	0	0	0
Bank8-Slot18-Slot21	Empty	0	0	0
Bank8-Slot18-Slot22	Empty	0	0	0
Bank8-Slot18-Slot23	Empty	0	0	0
Bank8-Slot18-Slot24	Empty	0	0	0
Bank8-Slot18-Slot25	Empty	0	0	0
Bank8-Slot18-Slot26	Empty	0	0	0
Bank8-Slot18-Slot27	Empty	0	0	0
Bank8-Slot18-Slot28	Empty	0	0	0
Bank8-Slot19	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot19-Slot1	Empty	0	0	0
Bank8-Slot19-Slot2	Empty	0	0	0
Bank8-Slot19-Slot3	Empty	0	0	0
Bank8-Slot19-Slot4	Empty	0	0	0
Bank8-Slot19-Slot5	Empty	0	0	0
Bank8-Slot19-Slot6	Empty	0	0	0
Bank8-Slot19-Slot7	Empty	0	0	0
Bank8-Slot19-Slot8	Empty	0	0	0
Bank8-Slot19-Slot9	Empty	0	0	0
Bank8-Slot19-Slot10	Empty	0	0	0
Bank8-Slot19-Slot11	Empty	0	0	0
Bank8-Slot19-Slot12	Empty	0	0	0
Bank8-Slot19-Slot13	Empty	0	0	0
Bank8-Slot19-Slot14	Empty	0	0	0
Bank8-Slot19-Slot15	Empty	0	0	0
Bank8-Slot19-Slot16	Empty	0	0	0
Bank8-Slot19-Slot17	Empty	0	0	0
Bank8-Slot19-Slot18	Empty	0	0	0
Bank8-Slot19-Slot19	Empty	0	0	0
Bank8-Slot19-Slot20	Empty	0	0	0
Bank8-Slot19-Slot21	Empty	0	0	0
Bank8-Slot19-Slot22	Empty	0	0	0
Bank8-Slot19-Slot23	Empty	0	0	0
Bank8-Slot19-Slot24	Empty	0	0	0
Bank8-Slot19-Slot25	Empty	0	0	0
Bank8-Slot19-Slot26	Empty	0	0	0
Bank8-Slot19-Slot27	Empty	0	0	0
Bank8-Slot19-Slot28	Empty	0	0	0
Bank8-Slot20	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot20-Slot1	Empty	0	0	0
Bank8-Slot20-Slot2	Empty	0	0	0
Bank8-Slot20-Slot3	Empty	0	0	0
Bank8-Slot20-Slot4	Empty	0	0	0
Bank8-Slot20-Slot5	Empty	0	0	0
Bank8-Slot20-Slot6	Empty	0	0	0
Bank8-Slot20-Slot7	Empty	0	0	0
Bank8-Slot20-Slot8	Empty	0	0	0
Bank8-Slot20-Slot9	Empty	0	0	0
Bank8-Slot20-Slot10	Empty	0	0	0
Bank8-Slot20-Slot11	Empty	0	0	0
Bank8-Slot20-Slot12	Empty	0	0	0
Bank8-Slot20-Slot13	Empty	0	0	0
Bank8-Slot20-Slot14	Empty	0	0	0
Bank8-Slot20-Slot15	Empty	0	0	0
Bank8-Slot20-Slot16	Empty	0	0	0
Bank8-Slot20-Slot17	Empty	0	0	0
Bank8-Slot20-Slot18	Empty	0	0	0
Bank8-Slot20-Slot19	Empty	0	0	0
Bank8-Slot20-Slot20	Empty	0	0	0
Bank8-Slot20-Slot21	Empty	0	0	0
Bank8-Slot20-Slot22	Empty	0	0	0
Bank8-Slot20-Slot23	Empty	0	0	0
Bank8-Slot20-Slot24	Empty	0	0	0
Bank8-Slot20-Slot25	Empty	0	0	0
Bank8-Slot20-Slot26	Empty	0	0	0
Bank8-Slot20-Slot27	Empty	0	0	0
Bank8-Slot20-Slot28	Empty	0	0	0
Bank8-Slot21	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot21-Slot1	Empty	0	0	0
Bank8-Slot21-Slot2	Empty	0	0	0
Bank8-Slot21-Slot3	Empty	0	0	0
Bank8-Slot21-Slot4	Empty	0	0	0
Bank8-Slot21-Slot5	Empty	0	0	0
Bank8-Slot21-Slot6	Empty	0	0	0
Bank8-Slot21-Slot7	Empty	0	0	0
Bank8-Slot21-Slot8	Empty	0	0	0
Bank8-Slot21-Slot9	Empty	0	0	0
Bank8-Slot21-Slot10	Empty	0	0	0
Bank8-Slot21-Slot11	Empty	0	0	0
Bank8-Slot21-Slot12	Empty	0	0	0
Bank8-Slot21-Slot13	Empty	0	0	0
Bank8-Slot21-Slot14	Empty	0	0	0
Bank8-Slot21-Slot15	Empty	0	0	0
Bank8-Slot21-Slot16	Empty	0	0	0
Bank8-Slot21-Slot17	Empty	0	0	0
Bank8-Slot21-Slot18	Empty	0	0	0
Bank8-Slot21-Slot19	Empty	0	0	0
Bank8-Slot21-Slot20	Empty	0	0	0
Bank8-Slot21-Slot21	Empty	0	0	0
Bank8-Slot21-Slot22	Empty	0	0	0
Bank8-Slot21-Slot23	Empty	0	0	0
Bank8-Slot21-Slot24	Empty	0	0	0
Bank8-Slot21-Slot25	Empty	0	0	0
Bank8-Slot21-Slot26	Empty	0	0	0
Bank8-Slot21-Slot27	Empty	0	0	0
Bank8-Slot21-Slot28	Empty	0	0	0
Bank8-Slot22	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot22-Slot1	Empty	0	0	0
Bank8-Slot22-Slot2	Empty	0	0	0
Bank8-Slot22-Slot3	Empty	0	0	0
Bank8-Slot22-Slot4	Empty	0	0	0
Bank8-Slot22-Slot5	Empty	0	0	0
Bank8-Slot22-Slot6	Empty	0	0	0
Bank8-Slot22-Slot7	Empty	0	0	0
Bank8-Slot22-Slot8	Empty	0	0	0
Bank8-Slot22-Slot9	Empty	0	0	0
Bank8-Slot22-Slot10	Empty	0	0	0
Bank8-Slot22-Slot11	Empty	0	0	0
Bank8-Slot22-Slot12	Empty	0	0	0
Bank8-Slot22-Slot13	Empty	0	0	0
Bank8-Slot22-Slot14	Empty	0	0	0
Bank8-Slot22-Slot15	Empty	0	0	0
Bank8-Slot22-Slot16	Empty	0	0	0
Bank8-Slot22-Slot17	Empty	0	0	0
Bank8-Slot22-Slot18	Empty	0	0	0
Bank8-Slot22-Slot19	Empty	0	0	0
Bank8-Slot22-Slot20	Empty	0	0	0
Bank8-Slot22-Slot21	Empty	0	0	0
Bank8-Slot22-Slot22	Empty	0	0	0
Bank8-Slot22-Slot23	Empty	0	0	0
Bank8-Slot22-Slot24	Empty	0	0	0
Bank8-Slot22-Slot25	Empty	0	0	0
Bank8-Slot22-Slot26	Empty	0	0	0
Bank8-Slot22-Slot27	Empty	0	0	0
Bank8-Slot22-Slot28	Empty	0	0	0
Bank8-Slot23	Empty	0	0	0
Bank8-Slot24	Empty	0	0	0
Bank9	Tan Battleworn Sack	161424	1	40
Bank9-Slot1	Ice Encrusted Cloak of Adroitness	164335	1	6
Bank9-Slot1-Slot1	Empty	0	0	0
Bank9-Slot1-Slot2	Empty	0	0	0
Bank9-Slot1-Slot3	Empty	0	0	0
Bank9-Slot2	Ice Encrusted Idol of Vigor	164339	1	6
Bank9-Slot2-Slot1	Empty	0	0	0
Bank9-Slot2-Slot2	Empty	0	0	0
Bank9-Slot2-Slot3	Empty	0	0	0
Bank9-Slot3	Ice Encrusted Necklace of Vigor	164330	1	6
Bank9-Slot3-Slot1	Empty	0	0	0
Bank9-Slot3-Slot2	Empty	0	0	0
Bank9-Slot3-Slot3	Empty	0	0	0
Bank9-Slot4	Ice Encrusted Amice of Adroitness	164331	1	6
Bank9-Slot4-Slot1	Empty	0	0	0
Bank9-Slot4-Slot2	Empty	0	0	0
Bank9-Slot4-Slot3	Empty	0	0	0
Bank9-Slot5	Ice Encrusted Charm of Brilliance	164350	1	6
Bank9-Slot5-Slot1	Empty	0	0	0
Bank9-Slot5-Slot2	Empty	0	0	0
Bank9-Slot5-Slot3	Empty	0	0	0
Bank9-Slot5-Slot4	Empty	0	0	0
Bank9-Slot6	Savvy Ice Encrusted Belt	164347	1	6
Bank9-Slot6-Slot1	Empty	0	0	0
Bank9-Slot6-Slot2	Empty	0	0	0
Bank9-Slot6-Slot3	Empty	0	0	0
Bank9-Slot7	Ice Encrusted Earring of Adroitness	164323	1	6
Bank9-Slot7-Slot1	Empty	0	0	0
Bank9-Slot7-Slot2	Empty	0	0	0
Bank9-Slot7-Slot3	Empty	0	0	0
Bank9-Slot8	Ice Encrusted Earring of Vigor	164322	1	6
Bank9-Slot8-Slot1	Empty	0	0	0
Bank9-Slot8-Slot2	Empty	0	0	0
Bank9-Slot8-Slot3	Empty	0	0	0
Bank9-Slot9	Ice Encrusted Ring of Brilliance	164342	1	6
Bank9-Slot9-Slot1	Empty	0	0	0
Bank9-Slot9-Slot2	Empty	0	0	0
Bank9-Slot9-Slot3	Empty	0	0	0
Bank9-Slot10	Ice Encrusted Ring of Vigor	164341	1	6
Bank9-Slot10-Slot1	Empty	0	0	0
Bank9-Slot10-Slot2	Empty	0	0	0
Bank9-Slot10-Slot3	Empty	0	0	0
Bank9-Slot11	Ice Encrusted Necklace of Security	164328	1	6
Bank9-Slot11-Slot1	Empty	0	0	0
Bank9-Slot11-Slot2	Empty	0	0	0
Bank9-Slot11-Slot3	Empty	0	0	0
Bank9-Slot12	Ice Encrusted Mask of Brilliance	164327	1	6
Bank9-Slot12-Slot1	Empty	0	0	0
Bank9-Slot12-Slot2	Empty	0	0	0
Bank9-Slot12-Slot3	Empty	0	0	0
Bank9-Slot13	Ice Encrusted Charm of Security	164351	1	6
Bank9-Slot13-Slot1	Empty	0	0	0
Bank9-Slot13-Slot2	Empty	0	0	0
Bank9-Slot13-Slot3	Empty	0	0	0
Bank9-Slot13-Slot4	Empty	0	0	0
Bank9-Slot14	Guardian's Ice Encrusted Mask	164325	1	6
Bank9-Slot14-Slot1	Empty	0	0	0
Bank9-Slot14-Slot2	Empty	0	0	0
Bank9-Slot14-Slot3	Empty	0	0	0
Bank9-Slot15	Vital Ice Encrusted Belt	164348	1	6
Bank9-Slot15-Slot1	Empty	0	0	0
Bank9-Slot15-Slot2	Empty	0	0	0
Bank9-Slot15-Slot3	Empty	0	0	0
Bank9-Slot16	Athletic Ice Encrusted Belt	164343	1	6
Bank9-Slot16-Slot1	Empty	0	0	0
Bank9-Slot16-Slot2	Empty	0	0	0
Bank9-Slot16-Slot3	Empty	0	0	0
Bank9-Slot17	Summoner's Ice Encrusted Earring	164321	1	6
Bank9-Slot17-Slot1	Empty	0	0	0
Bank9-Slot17-Slot2	Empty	0	0	0
Bank9-Slot17-Slot3	Empty	0	0	0
Bank9-Slot18	Ice Encrusted Longbow	164378	1	6
Bank9-Slot18-Slot1	Empty	0	0	0
Bank9-Slot18-Slot2	Empty	0	0	0
Bank9-Slot18-Slot3	Empty	0	0	0
Bank9-Slot18-Slot4	Empty	0	0	0
Bank9-Slot18-Slot5	Empty	0	0	0
Bank9-Slot19	Ice Encrusted Sword	164355	1	6
Bank9-Slot19-Slot1	Empty	0	0	0
Bank9-Slot19-Slot2	Empty	0	0	0
Bank9-Slot20	Ice Encrusted Dagger	164359	1	6
Bank9-Slot20-Slot1	Empty	0	0	0
Bank9-Slot20-Slot2	Empty	0	0	0
Bank9-Slot21	Ice Encrusted Injection Dagger	164365	1	6
Bank9-Slot21-Slot1	Empty	0	0	0
Bank9-Slot21-Slot2	Empty	0	0	0
Bank9-Slot22	Ice Encrusted Devotional Staff	164375	1	6
Bank9-Slot22-Slot1	Empty	0	0	0
Bank9-Slot22-Slot2	Empty	0	0	0
Bank9-Slot22-Slot3	Empty	0	0	0
Bank9-Slot22-Slot4	Empty	0	0	0
Bank9-Slot22-Slot5	Empty	0	0	0
Bank9-Slot23	Ice Encrusted Arcane Staff	164376	1	6
Bank9-Slot23-Slot1	Empty	0	0	0
Bank9-Slot23-Slot2	Empty	0	0	0
Bank9-Slot23-Slot3	Empty	0	0	0
Bank9-Slot23-Slot4	Empty	0	0	0
Bank9-Slot23-Slot5	Empty	0	0	0
Bank9-Slot24	Ice Encrusted Katar	164363	1	6
Bank9-Slot24-Slot1	Empty	0	0	0
Bank9-Slot24-Slot2	Empty	0	0	0
Bank9-Slot25	Ice Encrusted Battle Rod	164364	1	6
Bank9-Slot25-Slot1	Empty	0	0	0
Bank9-Slot25-Slot2	Empty	0	0	0
Bank9-Slot26	Ice Encrusted Battle Staff	164374	1	6
Bank9-Slot26-Slot1	Empty	0	0	0
Bank9-Slot26-Slot2	Empty	0	0	0
Bank9-Slot26-Slot3	Empty	0	0	0
Bank9-Slot27	Ice Encrusted War Axe	164361	1	6
Bank9-Slot27-Slot1	Empty	0	0	0
Bank9-Slot27-Slot2	Empty	0	0	0
Bank9-Slot28	Ice Encrusted Great Axe	164370	1	6
Bank9-Slot28-Slot1	Empty	0	0	0
Bank9-Slot28-Slot2	Empty	0	0	0
Bank9-Slot28-Slot3	Empty	0	0	0
Bank9-Slot29	Ice Encrusted Axe	164356	1	6
Bank9-Slot29-Slot1	Empty	0	0	0
Bank9-Slot29-Slot2	Empty	0	0	0
Bank9-Slot30	Ice Encrusted Hammer	164357	1	6
Bank9-Slot30-Slot1	Empty	0	0	0
Bank9-Slot30-Slot2	Empty	0	0	0
Bank9-Slot31	Ice Encrusted Maul	164371	1	6
Bank9-Slot31-Slot1	Empty	0	0	0
Bank9-Slot31-Slot2	Empty	0	0	0
Bank9-Slot31-Slot3	Empty	0	0	0
Bank9-Slot32	Ice Encrusted Long Spear	164372	1	6
Bank9-Slot32-Slot1	Empty	0	0	0
Bank9-Slot32-Slot2	Empty	0	0	0
Bank9-Slot32-Slot3	Empty	0	0	0
Bank9-Slot33	Ice Encrusted Wand	164369	1	6
Bank9-Slot33-Slot1	Empty	0	0	0
Bank9-Slot33-Slot2	Empty	0	0	0
Bank9-Slot34	Ice Encrusted Mace	164366	1	6
Bank9-Slot34-Slot1	Empty	0	0	0
Bank9-Slot34-Slot2	Empty	0	0	0
Bank9-Slot35	Ice Encrusted Kite Shield	164353	1	6
Bank9-Slot35-Slot1	Empty	0	0	0
Bank9-Slot35-Slot2	Empty	0	0	0
Bank9-Slot35-Slot3	Empty	0	0	0
Bank9-Slot35-Slot4	Empty	0	0	0
Bank9-Slot36	Ice Encrusted Buckler	164354	1	6
Bank9-Slot36-Slot1	Empty	0	0	0
Bank9-Slot36-Slot2	Empty	0	0	0
Bank9-Slot36-Slot3	Empty	0	0	0
Bank9-Slot36-Slot4	Empty	0	0	0
Bank9-Slot37	Ice Encrusted Tower Shield	164352	1	6
Bank9-Slot37-Slot1	Empty	0	0	0
Bank9-Slot37-Slot2	Empty	0	0	0
Bank9-Slot37-Slot3	Empty	0	0	0
Bank9-Slot37-Slot4	Empty	0	0	0
Bank9-Slot38	Empty	0	0	0
Bank9-Slot39	Empty	0	0	0
Bank9-Slot40	Ice Encrusted Compound Bow	164377	1	6
Bank9-Slot40-Slot1	Empty	0	0	0
Bank9-Slot40-Slot2	Empty	0	0	0
Bank9-Slot40-Slot3	Empty	0	0	0
Bank9-Slot40-Slot4	Empty	0	0	0
Bank9-Slot40-Slot5	Empty	0	0	0
Bank10	Chest of Empires	148780	1	36
Bank10-Slot1	Water Flask	13006	465	6
Bank10-Slot2	Loaf of Bread	13015	985	6
Bank10-Slot3	Qwalla's Casserole Delight	159834	20	6
Bank10-Slot4	Delightful Luclin Smoothie	159841	20	6
Bank10-Slot5	Qwalla's Casserole Delight	159834	20	6
Bank10-Slot6	Delightful Luclin Smoothie	159841	20	6
Bank10-Slot7	Luclin Garlic Stir-Fry	166319	20	6
Bank10-Slot8	Luclin Berry Cooler	166326	20	6
Bank10-Slot9	Luclin Garlic Stir-Fry	166319	20	6
Bank10-Slot10	Luclin Berry Cooler	166326	20	6
Bank10-Slot11	Primordial Noodles with Indigenous Primordial Meat	160789	20	6
Bank10-Slot12	Primordial Plasma Smoothie	160796	20	6
Bank10-Slot13	Aircrisp Apple	85485	20	6
Bank10-Slot14	Ether-Fused Tea	85486	20	6
Bank10-Slot15	Prize: Staff of Bones Ornament Pack	110351	1	6
Bank10-Slot16	Path of Skulls	47703	1	6
Bank10-Slot17	Path of Skulls Pack	47736	1	2
Bank10-Slot17-Slot1	Empty	0	0	0
Bank10-Slot17-Slot2	Empty	0	0	0
Bank10-Slot18	Jade Reaver	5664	1	6
Bank10-Slot18-Slot1	Empty	0	0	0
Bank10-Slot18-Slot2	Empty	0	0	0
Bank10-Slot19	Empty Glowing Skull	47737	1	6
Bank10-Slot20	Prize: Plagued Skull Fragment Pack	110349	1	6
Bank10-Slot21	Splendid Panther Figurine	169377	1	6
Bank10-Slot22	Twin Effigies of Knowledge and Experience	169380	1	6
Bank10-Slot23	Dire Fulgurating Amethyst	169375	1	6
Bank10-Slot24	Perfectly Balanced Pocketknife	169374	1	6
Bank10-Slot25	Doodad of Aurora's Luminosity	169379	1	6
Bank10-Slot26	Indehiscent Fruit	169372	1	6
Bank10-Slot27	Eye of Ay'laik	169170	1	6
Bank10-Slot28	Stone Chitin Mandible	169373	1	6
Bank10-Slot29	Black Acrylia Shard	169171	1	6
Bank10-Slot30	Reactive Phantasmal Luclinite Gem of Striking	164567	1	6
Bank10-Slot31	Reactive Phantasmal Luclinite Gem of Devastation	164569	1	6
Bank10-Slot32	Spiritually Faded Luclinite Gem of Brilliance	159815	1	2
Bank10-Slot32-Slot1	Empty	0	0	0
Bank10-Slot32-Slot2	Empty	0	0	0
Bank10-Slot33	Otherworldly Focus of Fortitude	159884	3	6
Bank10-Slot34	Otherworldly Focus of Heroism	159885	6	6
Bank10-Slot35	Spiritually Faded Luclinite Stone of Proficiency	159821	1	2
Bank10-Slot35-Slot1	Empty	0	0	0
Bank10-Slot35-Slot2	Empty	0	0	0
Bank10-Slot36	Spiritually Faded Luclinite Stone of Resilience	159823	1	2
Bank10-Slot36-Slot1	Empty	0	0	0
Bank10-Slot36-Slot2	Empty	0	0	0
Bank11	Backpack of the Ecliptic	169972	1	42
Bank11-Slot1	Empty	0	0	0
Bank11-Slot2	Empty	0	0	0
Bank11-Slot3	Empty	0	0	0
Bank11-Slot4	Empty	0	0	0
Bank11-Slot5	Empty	0	0	0
Bank11-Slot6	Empty	0	0	0
Bank11-Slot7	Empty	0	0	0
Bank11-Slot8	Empty	0	0	0
Bank11-Slot9	Empty	0	0	0
Bank11-Slot10	Empty	0	0	0
Bank11-Slot11	Empty	0	0	0
Bank11-Slot12	Empty	0	0	0
Bank11-Slot13	Empty	0	0	0
Bank11-Slot14	Empty	0	0	0
Bank11-Slot15	Empty	0	0	0
Bank11-Slot16	Empty	0	0	0
Bank11-Slot17	Empty	0	0	0
Bank11-Slot18	Empty	0	0	0
Bank11-Slot19	Empty	0	0	0
Bank11-Slot20	Empty	0	0	0
Bank11-Slot21	Empty	0	0	0
Bank11-Slot22	Empty	0	0	0
Bank11-Slot23	Empty	0	0	0
Bank11-Slot24	Empty	0	0	0
Bank11-Slot25	Empty	0	0	0
Bank11-Slot26	Empty	0	0	0
Bank11-Slot27	Empty	0	0	0
Bank11-Slot28	Empty	0	0	0
Bank11-Slot29	Empty	0	0	0
Bank11-Slot30	Empty	0	0	0
Bank11-Slot31	Empty	0	0	0
Bank11-Slot32	Empty	0	0	0
Bank11-Slot33	Empty	0	0	0
Bank11-Slot34	Empty	0	0	0
Bank11-Slot35	Empty	0	0	0
Bank11-Slot36	Empty	0	0	0
Bank11-Slot37	Empty	0	0	0
Bank11-Slot38	Empty	0	0	0
Bank11-Slot39	Empty	0	0	0
Bank11-Slot40	Empty	0	0	0
Bank11-Slot41	Empty	0	0	0
Bank11-Slot42	Empty	0	0	0
Bank12	Coldain Miners Sack	164938	1	40
Bank12-Slot1	Guardian's Faded Restless Velium Mask	166060	1	2
Bank12-Slot1-Slot1	Empty	0	0	0
Bank12-Slot1-Slot2	Empty	0	0	0
Bank12-Slot2	Faded Restless Velium Mask of Adroitness	166061	1	2
Bank12-Slot2-Slot1	Empty	0	0	0
Bank12-Slot2-Slot2	Empty	0	0	0
Bank12-Slot3	Faded Restless Velium Mask of Brilliance	166062	1	2
Bank12-Slot3-Slot1	Empty	0	0	0
Bank12-Slot3-Slot2	Empty	0	0	0
Bank12-Slot4	Faded Restless Velium Earring of Adroitness	166058	1	2
Bank12-Slot4-Slot1	Empty	0	0	0
Bank12-Slot4-Slot2	Empty	0	0	0
Bank12-Slot5	Faded Restless Velium Earring of Brilliance	166059	1	2
Bank12-Slot5-Slot1	Empty	0	0	0
Bank12-Slot5-Slot2	Empty	0	0	0
Bank12-Slot6	Faded Restless Velium Earring of Vigor	166057	1	2
Bank12-Slot6-Slot1	Empty	0	0	0
Bank12-Slot6-Slot2	Empty	0	0	0
Bank12-Slot7	Summoner's Faded Restless Velium Earring	166056	1	2
Bank12-Slot7-Slot1	Empty	0	0	0
Bank12-Slot7-Slot2	Empty	0	0	0
Bank12-Slot8	Faded Restless Velium Ring of Vigor	166076	1	2
Bank12-Slot8-Slot1	Empty	0	0	0
Bank12-Slot8-Slot2	Empty	0	0	0
Bank12-Slot9	Faded Restless Velium Ring of Brilliance	166077	1	2
Bank12-Slot9-Slot1	Empty	0	0	0
Bank12-Slot9-Slot2	Empty	0	0	0
Bank12-Slot10	Faded Restless Velium Ring of Adroitness	166075	1	2
Bank12-Slot10-Slot1	Empty	0	0	0
Bank12-Slot10-Slot2	Empty	0	0	0
Bank12-Slot11	Faded Restless Velium Necklace of Security	166063	1	2
Bank12-Slot11-Slot1	Empty	0	0	0
Bank12-Slot11-Slot2	Empty	0	0	0
Bank12-Slot12	Faded Restless Velium Necklace of Vigor	166065	1	2
Bank12-Slot12-Slot1	Empty	0	0	0
Bank12-Slot12-Slot2	Empty	0	0	0
Bank12-Slot13	Faded Restless Velium Necklace of Adroitness	166064	1	2
Bank12-Slot13-Slot1	Empty	0	0	0
Bank12-Slot13-Slot2	Empty	0	0	0
Bank12-Slot14	Faded Restless Velium Amice of Vigor	166067	1	2
Bank12-Slot14-Slot1	Empty	0	0	0
Bank12-Slot14-Slot2	Empty	0	0	0
Bank12-Slot15	Faded Restless Velium Amice of Brilliance	166068	1	2
Bank12-Slot15-Slot1	Empty	0	0	0
Bank12-Slot15-Slot2	Empty	0	0	0
Bank12-Slot16	Faded Restless Velium Amice of Adroitness	166066	1	2
Bank12-Slot16-Slot1	Empty	0	0	0
Bank12-Slot16-Slot2	Empty	0	0	0
Bank12-Slot17	Faded Restless Velium Cloak of Brilliance	166069	1	2
Bank12-Slot17-Slot1	Empty	0	0	0
Bank12-Slot17-Slot2	Empty	0	0	0
Bank12-Slot18	Faded Restless Velium Cloak of Security	166071	1	2
Bank12-Slot18-Slot1	Empty	0	0	0
Bank12-Slot18-Slot2	Empty	0	0	0
Bank12-Slot19	Faded Restless Velium Cloak of Adroitness	166070	1	2
Bank12-Slot19-Slot1	Empty	0	0	0
Bank12-Slot19-Slot2	Empty	0	0	0
Bank12-Slot20	Faded Restless Velium Charm of Security	166083	1	2
Bank12-Slot20-Slot1	Empty	0	0	0
Bank12-Slot20-Slot2	Empty	0	0	0
Bank12-Slot21	Faded Restless Velium Belt of Brilliance	166079	1	2
Bank12-Slot21-Slot1	Empty	0	0	0
Bank12-Slot21-Slot2	Empty	0	0	0
Bank12-Slot22	Faded Restless Velium Belt of Vigor	166078	1	2
Bank12-Slot22-Slot1	Empty	0	0	0
Bank12-Slot22-Slot2	Empty	0	0	0
Bank12-Slot23	Faded Restless Velium Belt of Adroitness	166080	1	2
Bank12-Slot23-Slot1	Empty	0	0	0
Bank12-Slot23-Slot2	Empty	0	0	0
Bank12-Slot24	Faded Restless Velium Idol of Brilliance	166072	1	2
Bank12-Slot24-Slot1	Empty	0	0	0
Bank12-Slot24-Slot2	Empty	0	0	0
Bank12-Slot25	Faded Restless Velium Idol of Adroitness	166073	1	2
Bank12-Slot25-Slot1	Empty	0	0	0
Bank12-Slot25-Slot2	Empty	0	0	0
Bank12-Slot26	Faded Restless Velium Idol of Vigor	166074	1	2
Bank12-Slot26-Slot1	Empty	0	0	0
Bank12-Slot26-Slot2	Empty	0	0	0
Bank12-Slot27	Faded Restless Velium Feet Armor	166051	1	6
Bank12-Slot27-Slot1	Empty	0	0	0
Bank12-Slot27-Slot2	Empty	0	0	0
Bank12-Slot27-Slot3	Empty	0	0	0
Bank12-Slot27-Slot4	Empty	0	0	0
Bank12-Slot27-Slot5	Empty	0	0	0
Bank12-Slot27-Slot6	Empty	0	0	0
Bank12-Slot28	Faded Restless Velium Legs Armor	166054	1	6
Bank12-Slot28-Slot1	Empty	0	0	0
Bank12-Slot28-Slot2	Empty	0	0	0
Bank12-Slot28-Slot3	Empty	0	0	0
Bank12-Slot28-Slot4	Empty	0	0	0
Bank12-Slot28-Slot5	Empty	0	0	0
Bank12-Slot28-Slot6	Empty	0	0	0
